"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.112,-0.00966812,0.112,-0.00610764,0.112,-0.00945345
0.114,-0.0096857,0.114,-0.00644459,0.114,-0.0095265
0.116,-0.00970108,0.116,-0.00678123,0.116,-0.00958982
0.118,-0.00971426,0.118,-0.00712729,0.118,-0.00965313
0.12,-0.00972525,0.12,-0.00746392,0.12,-0.00971645
0.122,-0.00973624,0.122,-0.00783857,0.122,-0.0097895
0.124,-0.00974503,0.124,-0.00821809,0.124,-0.00986743
0.126,-0.00975162,0.126,-0.00859761,0.126,-0.00994536
0.128,-0.00975821,0.128,-0.00895796,0.128,-0.0100135
0.13,-0.00976041,0.13,-0.00931832,0.13,-0.0100817
0.132,-0.0097648,0.132,-0.00967867,0.132,-0.0101499
0.134,-0.009767,0.134,-0.0100345,0.134,-0.010223
0.136,-0.0097692,0.136,-0.0103955,0.136,-0.0103106
0.138,-0.00977139,0.138,-0.0107564,0.138,-0.0103983
0.14,-0.00977359,0.14,-0.0110986,0.14,-0.010486
0.142,-0.00977579,0.142,-0.0113936,0.142,-0.0105736
0.144,-0.00977579,0.144,-0.0116551,0.144,-0.0106467
0.146,-0.00977799,0.146,-0.0118693,0.146,-0.01071
0.148,-0.00978018,0.148,-0.0120551,0.148,-0.0107733
0.15,-0.00978238,0.15,-0.0122461,0.15,-0.0108513
0.152,-0.00978238,0.152,-0.012428,0.152,-0.0109389
0.154,-0.00978458,0.154,-0.0126197,0.154,-0.0110363
0.156,-0.00978677,0.156,-0.0127971,0.156,-0.0111289
0.158,-0.00979117,0.158,-0.012965,0.158,-0.0112214
0.16,-0.00979337,0.16,-0.0131238,0.16,-0.0113237
0.162,-0.00979776,0.162,-0.0132589,0.162,-0.0114211
0.164,-0.00980216,0.164,-0.0133849,0.164,-0.0115282
0.166,-0.00980435,0.166,-0.0135158,0.166,-0.0116403
0.168,-0.00981094,0.168,-0.0136083,0.168,-0.0117328
0.17,-0.00981534,0.17,-0.0137252,0.17,-0.0118497
0.172,-0.00981973,0.172,-0.0138421,0.172,-0.0119666
0.174,-0.00982413,0.174,-0.0139493,0.174,-0.0120737
0.176,-0.00982852,0.176,-0.0140515,0.176,-0.012176
0.178,-0.00983511,0.178,-0.0141343,0.178,-0.0122588
0.18,-0.00983951,0.18,-0.0142171,0.18,-0.0123416
0.182,-0.00984171,0.182,-0.0142951,0.182,-0.0124195
0.184,-0.0098461,0.184,-0.0143535,0.184,-0.012478
0.186,-0.0098483,0.186,-0.0144022,0.186,-0.0125267
0.188,-0.0098505,0.188,-0.0144412,0.188,-0.0125656
0.19,-0.00985269,0.19,-0.0144558,0.19,-0.0125802
0.192,-0.00985489,0.192,-0.0144606,0.192,-0.0125851
0.194,-0.00985489,0.194,-0.0144509,0.194,-0.0125754
0.196,-0.00985709,0.196,-0.0144357,0.196,-0.0125413
0.198,-0.00985709,0.198,-0.0144298,0.198,-0.0125072
0.2,-0.00985929,0.2,-0.0144286,0.2,-0.0124682
0.202,-0.00985929,0.202,-0.0144364,0.202,-0.0124195
0.204,-0.00985929,0.204,-0.0144443,0.204,-0.0123708
0.206,-0.00986148,0.206,-0.0144326,0.206,-0.0123026
0.208,-0.00986148,0.208,-0.0144158,0.208,-0.0122198
0.21,-0.00986368,0.21,-0.0143798,0.21,-0.0121273
0.212,-0.00986368,0.212,-0.0143341,0.212,-0.012025
0.214,-0.00986368,0.214,-0.0142789,0.214,-0.0119227
0.216,-0.00986368,0.216,-0.0142238,0.216,-0.0118205
0.218,-0.00986368,0.218,-0.0141641,0.218,-0.0117231
0.22,-0.00986588,0.22,-0.0140995,0.22,-0.0116208
0.222,-0.00986588,0.222,-0.0140304,0.222,-0.0115234
0.224,-0.00986588,0.224,-0.0139421,0.224,-0.0114162
0.226,-0.00986588,0.226,-0.0138586,0.226,-0.0113139
0.228,-0.00986588,0.228,-0.0137707,0.228,-0.0112165
0.23,-0.00986588,0.23,-0.0136778,0.23,-0.0111143
0.232,-0.00986588,0.232,-0.0135804,0.232,-0.0110168
0.234,-0.00986588,0.234,-0.013483,0.234,-0.0109194
0.236,-0.00986588,0.236,-0.0133904,0.236,-0.0108269
0.238,-0.00986588,0.238,-0.0133028,0.238,-0.0107392
0.24,-0.00986588,0.24,-0.0132054,0.24,-0.0106418
0.242,-0.00986588,0.242,-0.0130937,0.242,-0.0105395
0.244,-0.00986588,0.244,-0.0129677,0.244,-0.0104324
0.246,-0.00986588,0.246,-0.0128322,0.246,-0.0103252
0.248,-0.00986588,0.248,-0.0126777,0.248,-0.0102084
0.25,-0.00986588,0.25,-0.0125042,0.25,-0.0100915
0.252,-0.00986588,0.252,-0.0123451,0.252,-0.00997945
0.254,-0.00986588,0.254,-0.0121762,0.254,-0.00985769
0.256,-0.00986588,0.256,-0.0119979,0.256,-0.00973593
0.258,-0.00986588,0.258,-0.0118199,0.258,-0.00962391
0.26,-0.00986588,0.26,-0.0116465,0.26,-0.00950702
0.262,-0.00986588,0.262,-0.0114542,0.262,-0.00939013
0.264,-0.00986588,0.264,-0.0112573,0.264,-0.00927811
0.266,-0.00986588,0.266,-0.0110511,0.266,-0.00916609
0.268,-0.00986588,0.268,-0.0108545,0.268,-0.00906381
0.27,-0.00986588,0.27,-0.0106677,0.27,-0.00897128
0.272,-0.00986588,0.272,-0.0104715,0.272,-0.00887874
0.274,-0.00986588,0.274,-0.0102756,0.274,-0.00879594
0.276,-0.00986588,0.276,-0.0100797,0.276,-0.00871315
0.278,-0.00986588,0.278,-0.00988416,0.278,-0.00864009
0.28,-0.00986588,0.28,-0.00969833,0.28,-0.00857677
0.282,-0.00986588,0.282,-0.00952223,0.282,-0.0085232
0.284,-0.00986588,0.284,-0.00933671,0.284,-0.00846963
0.286,-0.00986588,0.286,-0.00915606,0.286,-0.00842092
0.288,-0.00986588,0.288,-0.0089754,0.288,-0.00837222
0.29,-0.00986588,0.29,-0.00880418,0.29,-0.00832351
0.292,-0.00986588,0.292,-0.0086284,0.292,-0.00827968
0.294,-0.00986588,0.294,-0.00845262,0.294,-0.00823585
0.296,-0.00986588,0.296,-0.00828139,0.296,-0.00818714
0.298,-0.00986588,0.298,-0.00811503,0.298,-0.00814331
0.3,-0.00986588,0.3,-0.00794868,0.3,-0.00809948
0.302,-0.00986807,0.302,-0.00778688,0.302,-0.00805077
0.304,-0.00986807,0.304,-0.00762508,0.304,-0.00800207
0.306,-0.00986807,0.306,-0.00746296,0.306,-0.00794362
0.308,-0.00986807,0.308,-0.00730571,0.308,-0.00789005
0.31,-0.00986807,0.31,-0.00714359,0.31,-0.0078316
0.312,-0.00986807,0.312,-0.0070052,0.312,-0.00777803
0.314,-0.00986807,0.314,-0.0068525,0.314,-0.00771958
0.316,-0.00986807,0.316,-0.00671866,0.316,-0.00766114
0.318,-0.00986807,0.318,-0.00658482,0.318,-0.00760269
0.32,-0.00986807,0.32,-0.00645097,0.32,-0.00754425
0.322,-0.00986807,0.322,-0.00633142,0.322,-0.00749068
0.324,-0.00986807,0.324,-0.00622617,0.324,-0.00744197
0.326,-0.00986807,0.326,-0.00612092,0.326,-0.00739327
0.328,-0.00986807,0.328,-0.00602054,0.328,-0.00734943
0.33,-0.00986807,0.33,-0.00593932,0.33,-0.00731534
0.332,-0.00986807,0.332,-0.0058581,0.332,-0.00728125
0.334,-0.00986807,0.334,-0.00579118,0.334,-0.00725203
0.336,-0.00986807,0.336,-0.00571971,0.336,-0.00722767
0.338,-0.00986807,0.338,-0.00566252,0.338,-0.00720819
0.34,-0.00986807,0.34,-0.00561477,0.34,-0.00718871
0.342,-0.00986807,0.342,-0.00556246,0.342,-0.0071741
0.344,-0.00986807,0.344,-0.00552444,0.344,-0.00716436
0.346,-0.00986807,0.346,-0.0054913,0.346,-0.00715949
0.348,-0.00986807,0.348,-0.00546302,0.348,-0.00715949
0.35,-0.00986807,0.35,-0.0054393,0.35,-0.00715462
0.352,-0.00986807,0.352,-0.00542045,0.352,-0.00715462
0.354,-0.00986807,0.354,-0.0054016,0.354,-0.00715462
0.356,-0.00986807,0.356,-0.00538276,0.356,-0.00715462
0.358,-0.00986807,0.358,-0.00536878,0.358,-0.00715949
0.36,-0.00986807,0.36,-0.0053548,0.36,-0.00716436
0.362,-0.00986807,0.362,-0.00535511,0.362,-0.0071741
0.364,-0.00986807,0.364,-0.00535056,0.364,-0.00717897
0.366,-0.00986807,0.366,-0.00535087,0.366,-0.00718871
0.368,-0.00986807,0.368,-0.00535119,0.368,-0.00719845
0.37,-0.00986807,0.37,-0.00536093,0.37,-0.00720819
0.372,-0.00986807,0.372,-0.00537554,0.372,-0.0072228
0.374,-0.00986807,0.374,-0.00539502,0.374,-0.00724228
0.376,-0.00986807,0.376,-0.00541451,0.376,-0.00726177
0.378,-0.00986807,0.378,-0.00544373,0.378,-0.00729099
0.38,-0.00986807,0.38,-0.00547295,0.38,-0.00732021
0.382,-0.00986807,0.382,-0.00550704,0.382,-0.0073543
0.384,-0.00986807,0.384,-0.00554114,0.384,-0.0073884
0.386,-0.00986807,0.386,-0.00558497,0.386,-0.00743223
0.388,-0.00986807,0.388,-0.00563367,0.388,-0.00748093
0.39,-0.00986807,0.39,-0.00569212,0.39,-0.00753938
0.392,-0.00986807,0.392,-0.00575056,0.392,-0.00759782
0.394,-0.00986807,0.394,-0.00580901,0.394,-0.00765627
0.396,-0.00986807,0.396,-0.00587719,0.396,-0.00772445
0.398,-0.00986807,0.398,-0.00594538,0.398,-0.00779264
0.4,-0.00986807,0.4,-0.00601356,0.4,-0.00786083
0.402,-0.00986807,0.402,-0.00607688,0.402,-0.00792414
0.404,-0.00986807,0.404,-0.00614994,0.404,-0.0079972
0.406,-0.00986807,0.406,-0.00622299,0.406,-0.00807025
0.408,-0.00986807,0.408,-0.00628631,0.408,-0.00813357
0.41,-0.00986807,0.41,-0.00635449,0.41,-0.00820175
0.412,-0.00986807,0.412,-0.00642268,0.412,-0.00826994
0.414,-0.00986807,0.414,-0.00650971,0.414,-0.00833812
0.416,-0.00986807,0.416,-0.00659675,0.416,-0.00840631
0.418,-0.00986807,0.418,-0.00670263,0.418,-0.0084745
0.42,-0.00986807,0.42,-0.00678935,0.42,-0.00853294
0.422,-0.00986807,0.422,-0.0068855,0.422,-0.00859139
0.424,-0.00986807,0.424,-0.00698651,0.424,-0.0086547
0.426,-0.00986807,0.426,-0.00708266,0.426,-0.00871315
0.428,-0.00986807,0.428,-0.00717393,0.428,-0.00876672
0.43,-0.00986807,0.43,-0.00727007,0.43,-0.00882516
0.432,-0.00986807,0.432,-0.00737564,0.432,-0.00888361
0.434,-0.00986807,0.434,-0.00747147,0.434,-0.00893231
0.436,-0.00986807,0.436,-0.00757704,0.436,-0.00899076
0.438,-0.00986807,0.438,-0.00768716,0.438,-0.00904433
0.44,-0.00986807,0.44,-0.00779728,0.44,-0.00909791
0.442,-0.00986807,0.442,-0.00791228,0.442,-0.00915635
0.444,-0.00986807,0.444,-0.00803183,0.444,-0.00920993
0.446,-0.00986807,0.446,-0.00815137,0.446,-0.0092635
0.448,-0.00986807,0.448,-0.0082615,0.448,-0.00931708
0.45,-0.00986807,0.45,-0.00837618,0.45,-0.00936578
0.452,-0.00986807,0.452,-0.00850028,0.452,-0.00941448
0.454,-0.00986807,0.454,-0.00861983,0.454,-0.00946806
0.456,-0.00986807,0.456,-0.00872476,0.456,-0.00950702
0.458,-0.00986807,0.458,-0.0088297,0.458,-0.00954598
0.46,-0.00986807,0.46,-0.00894406,0.46,-0.00958495
0.462,-0.00986807,0.462,-0.00904413,0.462,-0.00961904
0.464,-0.00986807,0.464,-0.00913932,0.464,-0.00964826
0.466,-0.00986807,0.466,-0.00924394,0.466,-0.00967748
0.468,-0.00986807,0.468,-0.00933427,0.468,-0.00970184
0.47,-0.00986807,0.47,-0.00941972,0.47,-0.00972132
0.472,-0.00986807,0.472,-0.00951005,0.472,-0.00974567
0.474,-0.00986807,0.474,-0.00960493,0.474,-0.00976515
0.476,-0.00986807,0.476,-0.00967609,0.476,-0.00977976
0.478,-0.00986807,0.478,-0.0097518,0.478,-0.0097895
0.48,-0.00986807,0.48,-0.00982296,0.48,-0.00980412
0.482,-0.00986807,0.482,-0.00989412,0.482,-0.00981873
0.484,-0.00986807,0.484,-0.00995586,0.484,-0.00983334
0.486,-0.00986807,0.486,-0.0100221,0.486,-0.00984308
0.488,-0.00986807,0.488,-0.010079,0.488,-0.00985282
0.49,-0.00986807,0.49,-0.0101313,0.49,-0.00986743
0.492,-0.00986807,0.492,-0.0101931,0.492,-0.00988204
0.494,-0.00986807,0.494,-0.0102454,0.494,-0.00989665
0.496,-0.00986807,0.496,-0.0102931,0.496,-0.00991613
0.498,-0.00986807,0.498,-0.0103454,0.498,-0.00993075
0.5,-0.00986807,0.5,-0.0103835,0.5,-0.00994049
0.502,-0.00986807,0.502,-0.0104169,0.502,-0.0099551
0.504,-0.00986807,0.504,-0.0104598,0.504,-0.00996971
0.506,-0.00986807,0.506,-0.0104933,0.506,-0.00998432
0.508,-0.00986807,0.508,-0.0105124,0.508,-0.00999406
0.51,-0.00986807,0.51,-0.010541,0.51,-0.0100038
0.512,-0.00986807,0.512,-0.0105553,0.512,-0.0100087
0.514,-0.00986807,0.514,-0.0105696,0.514,-0.0100135
0.516,-0.00986807,0.516,-0.010579,0.516,-0.0100135
0.518,-0.00986807,0.518,-0.010579,0.518,-0.0100135
0.52,-0.00986807,0.52,-0.0105885,0.52,-0.0100135
0.522,-0.00986807,0.522,-0.0105836,0.522,-0.0100087
0.524,-0.00986807,0.524,-0.0105833,0.524,-0.00999893
0.526,-0.00986807,0.526,-0.0105735,0.526,-0.00998919
0.528,-0.00986807,0.528,-0.0105638,0.528,-0.00997945
0.53,-0.00986807,0.53,-0.0105492,0.53,-0.00996484
0.532,-0.00986807,0.532,-0.0105346,0.532,-0.00995023
0.534,-0.00986807,0.534,-0.01052,0.534,-0.00993562
0.536,-0.00986807,0.536,-0.0105005,0.536,-0.00991613
0.538,-0.00986807,0.538,-0.0104859,0.538,-0.00990152
0.54,-0.00986807,0.54,-0.0104712,0.54,-0.00988691
0.542,-0.00986807,0.542,-0.0104566,0.542,-0.0098723
0.544,-0.00986807,0.544,-0.0104372,0.544,-0.00985282
0.546,-0.00986807,0.546,-0.0104177,0.546,-0.00983334
0.548,-0.00986807,0.548,-0.0103933,0.548,-0.00980899
0.55,-0.00986807,0.55,-0.0103738,0.55,-0.0097895
0.552,-0.00986807,0.552,-0.0103495,0.552,-0.00976515
0.554,-0.00986807,0.554,-0.0103251,0.554,-0.0097408
0.556,-0.00986807,0.556,-0.0103008,0.556,-0.00971645
0.558,-0.00986807,0.558,-0.0102764,0.558,-0.0096921
0.56,-0.00986807,0.56,-0.0102472,0.56,-0.00966287
0.562,-0.00986807,0.562,-0.010218,0.562,-0.00963365
0.564,-0.00986807,0.564,-0.0101839,0.564,-0.00959956
0.566,-0.00986807,0.566,-0.0101449,0.566,-0.0095606
0.568,-0.00986807,0.568,-0.0101108,0.568,-0.0095265
0.57,-0.00986807,0.57,-0.0100719,0.57,-0.00948754
0.572,-0.00986807,0.572,-0.0100329,0.572,-0.00944858
0.574,-0.00986807,0.574,-0.00998908,0.574,-0.00940474
0.576,-0.00986807,0.576,-0.00994525,0.576,-0.00936091
0.578,-0.00986807,0.578,-0.00990141,0.578,-0.00931708
0.58,-0.00986807,0.58,-0.00985758,0.58,-0.00927324
0.582,-0.00986807,0.582,-0.00980888,0.582,-0.00922454
0.584,-0.00986807,0.584,-0.00976504,0.584,-0.0091807
0.586,-0.00986807,0.586,-0.00971178,0.586,-0.00913687
0.588,-0.00986807,0.588,-0.00965852,0.588,-0.00909304
0.59,-0.00986807,0.59,-0.00960527,0.59,-0.0090492
0.592,-0.00986807,0.592,-0.00955688,0.592,-0.00901024
0.594,-0.00986807,0.594,-0.0094942,0.594,-0.00896641
0.596,-0.00986807,0.596,-0.00945068,0.596,-0.00893231
0.598,-0.00986807,0.598,-0.00940261,0.598,-0.00890309
0.6,-0.00986807,0.6,-0.00935453,0.6,-0.00887387
0.602,-0.00986807,0.602,-0.00929704,0.602,-0.00884465
0.604,-0.00986807,0.604,-0.00924441,0.604,-0.00882029
0.606,-0.00986807,0.606,-0.00920608,0.606,-0.00880081
0.608,-0.00986807,0.608,-0.0091489,0.608,-0.00878133
0.61,-0.00986807,0.61,-0.00910601,0.61,-0.00876672
0.612,-0.00986807,0.612,-0.00906313,0.612,-0.00875211
0.614,-0.00986807,0.614,-0.00901569,0.614,-0.00874237
0.616,-0.00986807,0.616,-0.00896825,0.616,-0.00873263
0.618,-0.00986807,0.618,-0.00892568,0.618,-0.00872776
0.62,-0.00986807,0.62,-0.00887824,0.62,-0.00871802
0.622,-0.00986807,0.622,-0.00883567,0.622,-0.00871315
0.624,-0.00986807,0.624,-0.00878367,0.624,-0.00870828
0.626,-0.00986807,0.626,-0.00873623,0.626,-0.00869853
0.628,-0.00986807,0.628,-0.00869853,0.628,-0.00869853
0.63,-0.00986807,0.63,-0.00864654,0.63,-0.00869366
0.632,-0.00986807,0.632,-0.00860884,0.632,-0.00869366
0.634,-0.00986807,0.634,-0.00856627,0.634,-0.00868879
0.636,-0.00986807,0.636,-0.00851428,0.636,-0.00868392
0.638,-0.00986807,0.638,-0.008486,0.638,-0.00868392
0.64,-0.00986807,0.64,-0.00844343,0.64,-0.00867905
0.642,-0.00986807,0.642,-0.00840573,0.642,-0.00867905
0.644,-0.00986807,0.644,-0.00836803,0.644,-0.00867905
0.646,-0.00986807,0.646,-0.00833489,0.646,-0.00867418
0.648,-0.00986807,0.648,-0.00830662,0.648,-0.00867418
0.65,-0.00986807,0.65,-0.00827834,0.65,-0.00867418
0.652,-0.00986807,0.652,-0.00825949,0.652,-0.00867418
0.654,-0.00986807,0.654,-0.00823122,0.654,-0.00867418
0.656,-0.00986807,0.656,-0.00821237,0.656,-0.00867418
0.658,-0.00986807,0.658,-0.00819352,0.658,-0.00867418
0.66,-0.00986807,0.66,-0.00818409,0.66,-0.00867418
0.662,-0.00986807,0.662,-0.00817954,0.662,-0.00867905
0.664,-0.00986807,0.664,-0.00817011,0.664,-0.00867905
0.666,-0.00986807,0.666,-0.00817011,0.666,-0.00867905
0.668,-0.00986807,0.668,-0.00816524,0.668,-0.00867418
0.67,-0.00986807,0.67,-0.00816524,0.67,-0.00867418
0.672,-0.00986807,0.672,-0.00816037,0.672,-0.00866931
0.674,-0.00986807,0.674,-0.00816037,0.674,-0.00866931
0.676,-0.00986807,0.676,-0.0081555,0.676,-0.00866444
0.678,-0.00986807,0.678,-0.00815063,0.678,-0.00865957
0.68,-0.00986807,0.68,-0.00814576,0.68,-0.0086547
0.682,-0.00986807,0.682,-0.00814576,0.682,-0.0086547
0.684,-0.00986807,0.684,-0.00814089,0.684,-0.00864983
0.686,-0.00986807,0.686,-0.00814089,0.686,-0.00864983
0.688,-0.00986807,0.688,-0.00814089,0.688,-0.00864983
0.69,-0.00986807,0.69,-0.00814089,0.69,-0.00864983
0.692,-0.00986807,0.692,-0.00814576,0.692,-0.0086547
0.694,-0.00986807,0.694,-0.00815063,0.694,-0.00865957
0.696,-0.00986807,0.696,-0.0081555,0.696,-0.00866444
0.698,-0.00986807,0.698,-0.00816037,0.698,-0.00866931
0.7,-0.00986807,0.7,-0.00816524,0.7,-0.00867418
0.702,-0.00986807,0.702,-0.00817498,0.702,-0.00868392
0.704,-0.00986807,0.704,-0.00818472,0.704,-0.00869366
0.706,-0.00986807,0.706,-0.00819934,0.706,-0.00870828
0.708,-0.00986807,0.708,-0.00820908,0.708,-0.00871802
0.71,-0.00986807,0.71,-0.00821882,0.71,-0.00872776
0.712,-0.00986807,0.712,-0.00822856,0.712,-0.0087375
0.714,-0.00986807,0.714,-0.00824317,0.714,-0.00875211
0.716,-0.00986807,0.716,-0.00825778,0.716,-0.00876672
0.718,-0.00986807,0.718,-0.00827239,0.718,-0.00878133
0.72,-0.00986807,0.72,-0.00828213,0.72,-0.00879107
0.722,-0.00986807,0.722,-0.00829674,0.722,-0.00880568
0.724,-0.00986807,0.724,-0.00831136,0.724,-0.00882029
0.726,-0.00986807,0.726,-0.00832597,0.726,-0.00883491
0.728,-0.00986807,0.728,-0.00833571,0.728,-0.00884465
0.73,-0.00986807,0.73,-0.00835032,0.73,-0.00885926
0.732,-0.00986807,0.732,-0.00836006,0.732,-0.008869
0.734,-0.00986807,0.734,-0.00837467,0.734,-0.00888361
0.736,-0.00986807,0.736,-0.00838441,0.736,-0.00889335
0.738,-0.00986807,0.738,-0.00839902,0.738,-0.00890796
0.74,-0.00986807,0.74,-0.00840876,0.74,-0.0089177
0.742,-0.00986807,0.742,-0.0084185,0.742,-0.00892744
0.744,-0.00986807,0.744,-0.00842824,0.744,-0.00893718
0.746,-0.00986807,0.746,-0.00844286,0.746,-0.0089518
0.748,-0.00986807,0.748,-0.0084526,0.748,-0.00896154
0.75,-0.00986807,0.75,-0.00846234,0.75,-0.00897128
0.752,-0.00986807,0.752,-0.00847695,0.752,-0.00898589
0.754,-0.00986807,0.754,-0.00848669,0.754,-0.00899563
0.756,-0.00986807,0.756,-0.00849643,0.756,-0.00900537
0.758,-0.00986807,0.758,-0.00851104,0.758,-0.00901998
0.76,-0.00986807,0.76,-0.00852565,0.76,-0.00903459
0.762,-0.00986807,0.762,-0.00854026,0.762,-0.0090492
0.764,-0.00986807,0.764,-0.00855,0.764,-0.00905894
0.766,-0.00986807,0.766,-0.00856462,0.766,-0.00907356
0.768,-0.00986807,0.768,-0.00857923,0.768,-0.00908817
0.77,-0.00986807,0.77,-0.00859384,0.77,-0.00910278
0.772,-0.00986807,0.772,-0.00860845,0.772,-0.00911739
0.774,-0.00986807,0.774,-0.00861819,0.774,-0.00912713
0.776,-0.00986807,0.776,-0.00862793,0.776,-0.00913687
0.778,-0.00986807,0.778,-0.00863767,0.778,-0.00914661
0.78,-0.00986807,0.78,-0.00864741,0.78,-0.00915635
0.782,-0.00986807,0.782,-0.00865228,0.782,-0.00916122
0.784,-0.00986807,0.784,-0.00865715,0.784,-0.00916609
0.786,-0.00986807,0.786,-0.00866202,0.786,-0.00917096
0.788,-0.00986807,0.788,-0.00866689,0.788,-0.00917583
0.79,-0.00986807,0.79,-0.00866689,0.79,-0.00917583
0.792,-0.00986807,0.792,-0.00868119,0.792,-0.0091807
0.794,-0.00986807,0.794,-0.00868119,0.794,-0.0091807
0.796,-0.00986807,0.796,-0.00868574,0.796,-0.00917583
0.798,-0.00986807,0.798,-0.00868087,0.798,-0.00917096
0.8,-0.00986807,0.8,-0.00868543,0.8,-0.00916609
0.802,-0.00986807,0.802,-0.00868056,0.802,-0.00916122
0.804,-0.00986807,0.804,-0.00867569,0.804,-0.00915635
0.806,-0.00986807,0.806,-0.00868024,0.806,-0.00915148
0.808,-0.00986807,0.808,-0.00867537,0.808,-0.00914661
0.81,-0.00986807,0.81,-0.0086705,0.81,-0.00914174
0.812,-0.00986807,0.812,-0.00867506,0.812,-0.00913687
0.814,-0.00986807,0.814,-0.00867506,0.814,-0.00913687
0.816,-0.00986807,0.816,-0.00867018,0.816,-0.009132
0.818,-0.00986807,0.818,-0.00867018,0.818,-0.009132
0.82,-0.00986807,0.82,-0.00866531,0.82,-0.00912713
0.822,-0.00986807,0.822,-0.00866531,0.822,-0.00912713
0.824,-0.00986807,0.824,-0.00866531,0.824,-0.00912713
0.826,-0.00986807,0.826,-0.00866044,0.826,-0.00912226
0.828,-0.00986807,0.828,-0.00866044,0.828,-0.00912226
0.83,-0.00986807,0.83,-0.00866044,0.83,-0.00912226
0.832,-0.00986807,0.832,-0.00865557,0.832,-0.00911739
0.834,-0.00986807,0.834,-0.00865557,0.834,-0.00911739
0.836,-0.00986807,0.836,-0.0086507,0.836,-0.00911252
