"Time - Base Plate, Road (m)","Amplitude - Base Plate, Road (m)","Time - Top Plate, Vehicle Body (m)","Amplitude - Top Plate, Vehicle Body (m)","Time - Middle Plate, VehicleTire (m)","Amplitude - Middle Plate, VehicleTire (m)"
0.112,-0.00985489,0.112,-0.00666642,0.112,-0.00968236
0.114,-0.00986588,0.114,-0.00700761,0.114,-0.0097408
0.116,-0.00987686,0.116,-0.00735398,0.116,-0.00981386
0.118,-0.00988565,0.118,-0.00772408,0.118,-0.00989178
0.12,-0.00989444,0.12,-0.00808443,0.12,-0.00995997
0.122,-0.00990103,0.122,-0.00845453,0.122,-0.0100379
0.124,-0.00990763,0.124,-0.00886264,0.124,-0.0101256
0.126,-0.00991202,0.126,-0.00924671,0.126,-0.0101986
0.128,-0.00991641,0.128,-0.00964053,0.128,-0.0102814
0.13,-0.00991861,0.13,-0.01002,0.13,-0.0103593
0.132,-0.00992081,0.132,-0.0104093,0.132,-0.010447
0.134,-0.00992301,0.134,-0.0108038,0.134,-0.0105493
0.136,-0.0099252,0.136,-0.0111933,0.136,-0.0106467
0.138,-0.0099252,0.138,-0.0115832,0.138,-0.0107538
0.14,-0.0099274,0.14,-0.01194,0.14,-0.0108561
0.142,-0.0099296,0.142,-0.012249,0.142,-0.0109389
0.144,-0.0099296,0.144,-0.0125346,0.144,-0.0110266
0.146,-0.0099318,0.146,-0.0127776,0.146,-0.0111094
0.148,-0.0099318,0.148,-0.0129923,0.148,-0.0111922
0.15,-0.00993399,0.15,-0.0132217,0.15,-0.0112896
0.152,-0.00993399,0.152,-0.0134224,0.152,-0.0113773
0.154,-0.00993619,0.154,-0.0136186,0.154,-0.0114698
0.156,-0.00993839,0.156,-0.0138103,0.156,-0.0115672
0.158,-0.00994059,0.158,-0.0139782,0.158,-0.0116597
0.16,-0.00994278,0.16,-0.0141322,0.16,-0.0117571
0.162,-0.00994718,0.162,-0.0142865,0.162,-0.0118643
0.164,-0.00994937,0.164,-0.0144027,0.164,-0.0119617
0.166,-0.00995157,0.166,-0.0145336,0.166,-0.0120737
0.168,-0.00995597,0.168,-0.0146648,0.168,-0.0121955
0.17,-0.00995816,0.17,-0.0147817,0.17,-0.0123124
0.172,-0.00996036,0.172,-0.0149034,0.172,-0.0124341
0.174,-0.00996256,0.174,-0.0150106,0.174,-0.0125413
0.176,-0.00996476,0.176,-0.015108,0.176,-0.0126387
0.178,-0.00996476,0.178,-0.01522,0.178,-0.0127507
0.18,-0.00996695,0.18,-0.0153174,0.18,-0.0128481
0.182,-0.00996695,0.182,-0.0154051,0.182,-0.0129358
0.184,-0.00996915,0.184,-0.015483,0.184,-0.0130137
0.186,-0.00996915,0.186,-0.0155366,0.186,-0.0130673
0.188,-0.00997135,0.188,-0.0155804,0.188,-0.0131111
0.19,-0.00997135,0.19,-0.0156145,0.19,-0.0131452
0.192,-0.00997135,0.192,-0.0156337,0.192,-0.013155
0.194,-0.00997135,0.194,-0.0156525,0.194,-0.013155
0.196,-0.00997354,0.196,-0.0156756,0.196,-0.0131403
0.198,-0.00997354,0.198,-0.0157078,0.198,-0.013116
0.2,-0.00997354,0.2,-0.0157397,0.2,-0.0130819
0.202,-0.00997354,0.202,-0.0157521,0.202,-0.0130283
0.204,-0.00997354,0.204,-0.0157499,0.204,-0.0129601
0.206,-0.00997354,0.206,-0.0157282,0.206,-0.0128725
0.208,-0.00997354,0.208,-0.015687,0.208,-0.0127653
0.21,-0.00997354,0.21,-0.0156458,0.21,-0.0126582
0.212,-0.00997354,0.212,-0.0155904,0.212,-0.0125462
0.214,-0.00997574,0.214,-0.0155251,0.214,-0.0124244
0.216,-0.00997574,0.216,-0.0154551,0.216,-0.0122978
0.218,-0.00997574,0.218,-0.0153853,0.218,-0.0121809
0.22,-0.00997574,0.22,-0.0153107,0.22,-0.0120591
0.222,-0.00997574,0.222,-0.015236,0.222,-0.0119374
0.224,-0.00997574,0.224,-0.015152,0.224,-0.0118156
0.226,-0.00997574,0.226,-0.0150776,0.226,-0.0117036
0.228,-0.00997574,0.228,-0.0149845,0.228,-0.0115916
0.23,-0.00997574,0.23,-0.0149056,0.23,-0.0114844
0.232,-0.00997574,0.232,-0.0148225,0.232,-0.0113919
0.234,-0.00997574,0.234,-0.0147202,0.234,-0.0112896
0.236,-0.00997574,0.236,-0.0146277,0.236,-0.011197
0.238,-0.00997574,0.238,-0.0145303,0.238,-0.0110996
0.24,-0.00997574,0.24,-0.0144234,0.24,-0.0110022
0.242,-0.00997574,0.242,-0.0143215,0.242,-0.0109097
0.244,-0.00997574,0.244,-0.0141909,0.244,-0.0108074
0.246,-0.00997574,0.246,-0.0140604,0.246,-0.0107051
0.248,-0.00997574,0.248,-0.0139012,0.248,-0.0105931
0.25,-0.00997574,0.25,-0.0137372,0.25,-0.0104762
0.252,-0.00997574,0.252,-0.0135589,0.252,-0.0103545
0.254,-0.00997574,0.254,-0.0133855,0.254,-0.0102376
0.256,-0.00997574,0.256,-0.0132023,0.256,-0.010111
0.258,-0.00997574,0.258,-0.0130146,0.258,-0.00998919
0.26,-0.00997574,0.26,-0.0128223,0.26,-0.0098723
0.262,-0.00997574,0.262,-0.01263,0.262,-0.00975541
0.264,-0.00997574,0.264,-0.0124091,0.264,-0.00962878
0.266,-0.00997574,0.266,-0.012198,0.266,-0.00951189
0.268,-0.00997574,0.268,-0.0119823,0.268,-0.00939987
0.27,-0.00997574,0.27,-0.0117714,0.27,-0.00929272
0.272,-0.00997574,0.272,-0.0115561,0.272,-0.00919044
0.274,-0.00997574,0.274,-0.0113504,0.274,-0.00909791
0.276,-0.00997574,0.276,-0.0111451,0.276,-0.00901511
0.278,-0.00997574,0.278,-0.0109398,0.278,-0.00893231
0.28,-0.00997574,0.28,-0.0107348,0.28,-0.00885926
0.282,-0.00997574,0.282,-0.0105301,0.282,-0.00879594
0.284,-0.00997794,0.284,-0.0103397,0.284,-0.0087375
0.286,-0.00997794,0.286,-0.0101448,0.286,-0.00868392
0.288,-0.00997794,0.288,-0.00996899,0.288,-0.00864009
0.29,-0.00997794,0.29,-0.00979321,0.29,-0.00859626
0.292,-0.00997794,0.292,-0.0095937,0.292,-0.00854755
0.294,-0.00997794,0.294,-0.00941792,0.294,-0.00850372
0.296,-0.00997794,0.296,-0.00924214,0.296,-0.00845988
0.298,-0.00997794,0.298,-0.00907123,0.298,-0.00842092
0.3,-0.00997794,0.3,-0.00889058,0.3,-0.00837222
0.302,-0.00997794,0.302,-0.00871936,0.302,-0.00832351
0.304,-0.00997794,0.304,-0.00855268,0.304,-0.00826994
0.306,-0.00997794,0.306,-0.00837172,0.306,-0.00821149
0.308,-0.00997794,0.308,-0.0082096,0.308,-0.00815305
0.31,-0.00997794,0.31,-0.00804748,0.31,-0.0080946
0.312,-0.00997794,0.312,-0.00787562,0.312,-0.00802642
0.314,-0.00997794,0.314,-0.00771319,0.314,-0.00795823
0.316,-0.00997794,0.316,-0.00756018,0.316,-0.00789005
0.318,-0.00997794,0.318,-0.00740717,0.318,-0.00782186
0.32,-0.00997794,0.32,-0.00726359,0.32,-0.00775368
0.322,-0.00997794,0.322,-0.0071343,0.322,-0.00769036
0.324,-0.00997794,0.324,-0.0070193,0.324,-0.00763192
0.326,-0.00997794,0.326,-0.00689489,0.326,-0.00757347
0.328,-0.00997794,0.328,-0.00679419,0.328,-0.0075199
0.33,-0.00997794,0.33,-0.00668894,0.33,-0.00747119
0.332,-0.00997794,0.332,-0.00659798,0.332,-0.00742736
0.334,-0.00997794,0.334,-0.00651676,0.334,-0.00739327
0.336,-0.00997794,0.336,-0.00643554,0.336,-0.00735917
0.338,-0.00997794,0.338,-0.00637349,0.338,-0.00733482
0.34,-0.00997794,0.34,-0.00632118,0.34,-0.00732021
0.342,-0.00997794,0.342,-0.00627374,0.342,-0.00731047
0.344,-0.00997794,0.344,-0.0062263,0.344,-0.00730073
0.346,-0.00997794,0.346,-0.00619316,0.346,-0.00729586
0.348,-0.00997794,0.348,-0.00616001,0.348,-0.00729099
0.35,-0.00997794,0.35,-0.00613174,0.35,-0.00729099
0.352,-0.00997794,0.352,-0.00610833,0.352,-0.00729586
0.354,-0.00997794,0.354,-0.00609923,0.354,-0.0073056
0.356,-0.00997794,0.356,-0.00608525,0.356,-0.00731047
0.358,-0.00997794,0.358,-0.00607127,0.358,-0.00731534
0.36,-0.00997794,0.36,-0.00605729,0.36,-0.00732021
0.362,-0.00997794,0.362,-0.0060576,0.362,-0.00732995
0.364,-0.00997794,0.364,-0.00604362,0.364,-0.00733482
0.366,-0.00997794,0.366,-0.0060485,0.366,-0.00733969
0.368,-0.00997794,0.368,-0.00604881,0.368,-0.00734943
0.37,-0.00997794,0.37,-0.00604913,0.37,-0.00735917
0.372,-0.00997794,0.372,-0.00606374,0.372,-0.00737379
0.374,-0.00997794,0.374,-0.00607835,0.374,-0.0073884
0.376,-0.00997794,0.376,-0.00608354,0.376,-0.00740301
0.378,-0.00997794,0.378,-0.00610789,0.378,-0.00742736
0.38,-0.00997794,0.38,-0.00613224,0.38,-0.00745171
0.382,-0.00997794,0.382,-0.00616146,0.382,-0.00748093
0.384,-0.00997794,0.384,-0.00619556,0.384,-0.00751503
0.386,-0.00997794,0.386,-0.00623939,0.386,-0.00755886
0.388,-0.00997794,0.388,-0.00628809,0.388,-0.00760756
0.39,-0.00997794,0.39,-0.00634654,0.39,-0.00766601
0.392,-0.00997794,0.392,-0.00640498,0.392,-0.00772445
0.394,-0.00997794,0.394,-0.0064683,0.394,-0.00778777
0.396,-0.00997794,0.396,-0.00653648,0.396,-0.00785596
0.398,-0.00997794,0.398,-0.00660467,0.398,-0.00792414
0.4,-0.00997794,0.4,-0.0066826,0.4,-0.00800207
0.402,-0.00997794,0.402,-0.00676539,0.402,-0.00808486
0.404,-0.00997794,0.404,-0.00684332,0.404,-0.00816279
0.406,-0.00997794,0.406,-0.00691637,0.406,-0.00823585
0.408,-0.00997794,0.408,-0.00700373,0.408,-0.00831377
0.41,-0.00997794,0.41,-0.00709595,0.41,-0.00839657
0.412,-0.00997794,0.412,-0.00717843,0.412,-0.00846963
0.414,-0.00997794,0.414,-0.00727976,0.414,-0.00854268
0.416,-0.00997794,0.416,-0.00738109,0.416,-0.00861574
0.418,-0.00997794,0.418,-0.00747755,0.418,-0.00868392
0.42,-0.00997794,0.42,-0.00756914,0.42,-0.00874724
0.422,-0.00997794,0.422,-0.00766073,0.422,-0.00881055
0.424,-0.00997794,0.424,-0.00775687,0.424,-0.008869
0.426,-0.00997794,0.426,-0.00785302,0.426,-0.00892744
0.428,-0.00997794,0.428,-0.00794429,0.428,-0.00898102
0.43,-0.00997794,0.43,-0.00804499,0.43,-0.00903459
0.432,-0.00997794,0.432,-0.00814082,0.432,-0.0090833
0.434,-0.00997794,0.434,-0.00824607,0.434,-0.009132
0.436,-0.00997794,0.436,-0.00835619,0.436,-0.00918557
0.438,-0.00997794,0.438,-0.00846632,0.438,-0.00923915
0.44,-0.00997794,0.44,-0.00858586,0.44,-0.00929272
0.442,-0.00997794,0.442,-0.00870541,0.442,-0.0093463
0.444,-0.00997794,0.444,-0.00882496,0.444,-0.00939987
0.446,-0.00997794,0.446,-0.00894938,0.446,-0.00945832
0.448,-0.00997794,0.448,-0.00906893,0.448,-0.00951189
0.45,-0.00997794,0.45,-0.00920277,0.45,-0.00957034
0.452,-0.00997794,0.452,-0.00931745,0.452,-0.00961904
0.454,-0.00997794,0.454,-0.00944155,0.454,-0.00966774
0.456,-0.00997794,0.456,-0.00955623,0.456,-0.00971645
0.458,-0.00997794,0.458,-0.00968033,0.458,-0.00976515
0.46,-0.00997794,0.46,-0.00980443,0.46,-0.00981386
0.462,-0.00997794,0.462,-0.00991879,0.462,-0.00985282
0.464,-0.00997794,0.464,-0.0100332,0.464,-0.00989178
0.466,-0.00997794,0.466,-0.0101426,0.466,-0.00992588
0.468,-0.00997794,0.468,-0.0102473,0.468,-0.0099551
0.47,-0.00997794,0.47,-0.0103376,0.47,-0.00997945
0.472,-0.00997794,0.472,-0.0104373,0.472,-0.0100038
0.474,-0.00997794,0.474,-0.0105228,0.474,-0.0100233
0.476,-0.00997794,0.476,-0.0106034,0.476,-0.0100379
0.478,-0.00997794,0.478,-0.0106745,0.478,-0.0100525
0.48,-0.00997794,0.48,-0.0107457,0.48,-0.0100671
0.482,-0.00997794,0.482,-0.010812,0.482,-0.0100769
0.484,-0.00997794,0.484,-0.0108832,0.484,-0.0100915
0.486,-0.00997794,0.486,-0.0109592,0.486,-0.010111
0.488,-0.00997794,0.488,-0.0110209,0.488,-0.0101256
0.49,-0.00997794,0.49,-0.0110778,0.49,-0.0101353
0.492,-0.00997794,0.492,-0.0111301,0.492,-0.0101499
0.494,-0.00997794,0.494,-0.0111824,0.494,-0.0101645
0.496,-0.00997794,0.496,-0.0112396,0.496,-0.010184
0.498,-0.00997794,0.498,-0.0112873,0.498,-0.0102035
0.5,-0.00997794,0.5,-0.01134,0.5,-0.0102278
0.502,-0.00997794,0.502,-0.0113877,0.502,-0.0102473
0.504,-0.00997794,0.504,-0.0114309,0.504,-0.0102717
0.506,-0.00997794,0.506,-0.0114644,0.506,-0.0102863
0.508,-0.00997794,0.508,-0.0114978,0.508,-0.0103009
0.51,-0.00997794,0.51,-0.0115219,0.51,-0.0103155
0.512,-0.00997794,0.512,-0.0115553,0.512,-0.0103301
0.514,-0.00997794,0.514,-0.0115745,0.514,-0.0103399
0.516,-0.00997794,0.516,-0.0115937,0.516,-0.0103496
0.518,-0.00997794,0.518,-0.0116128,0.518,-0.0103593
0.52,-0.00997794,0.52,-0.0116223,0.52,-0.0103593
0.522,-0.00997794,0.522,-0.0116268,0.522,-0.0103545
0.524,-0.00997794,0.524,-0.0116219,0.524,-0.0103496
0.526,-0.00997794,0.526,-0.0116216,0.526,-0.0103399
0.528,-0.00997794,0.528,-0.011607,0.528,-0.0103252
0.53,-0.00997794,0.53,-0.0115973,0.53,-0.0103155
0.532,-0.00997794,0.532,-0.0115827,0.532,-0.0103009
0.534,-0.00997794,0.534,-0.0115632,0.534,-0.0102814
0.536,-0.00997794,0.536,-0.0115437,0.536,-0.0102619
0.538,-0.00997794,0.538,-0.0115291,0.538,-0.0102473
0.54,-0.00997794,0.54,-0.0115047,0.54,-0.010223
0.542,-0.00997794,0.542,-0.0114853,0.542,-0.0102035
0.544,-0.00997794,0.544,-0.0114706,0.544,-0.0101889
0.546,-0.00997794,0.546,-0.0114512,0.546,-0.0101694
0.548,-0.00997794,0.548,-0.0114317,0.548,-0.0101499
0.55,-0.00997794,0.55,-0.0114073,0.55,-0.0101256
0.552,-0.00997794,0.552,-0.0113879,0.552,-0.0101061
0.554,-0.00997794,0.554,-0.0113635,0.554,-0.0100817
0.556,-0.00997794,0.556,-0.0113391,0.556,-0.0100574
0.558,-0.00997794,0.558,-0.0113148,0.558,-0.010033
0.56,-0.00997794,0.56,-0.0112856,0.56,-0.0100038
0.562,-0.00997794,0.562,-0.0112564,0.562,-0.00997458
0.564,-0.00997794,0.564,-0.0112271,0.564,-0.00994536
0.566,-0.00997794,0.566,-0.0111979,0.566,-0.00991613
0.568,-0.00997794,0.568,-0.0111589,0.568,-0.00987717
0.57,-0.00997794,0.57,-0.01112,0.57,-0.00983821
0.572,-0.00997794,0.572,-0.011081,0.572,-0.00979924
0.574,-0.00997794,0.574,-0.0110372,0.574,-0.00975541
0.576,-0.00997794,0.576,-0.0109982,0.576,-0.00971645
0.578,-0.00997794,0.578,-0.0109544,0.578,-0.00967261
0.58,-0.00997794,0.58,-0.0109057,0.58,-0.00962391
0.582,-0.00997794,0.582,-0.0108618,0.582,-0.00958008
0.584,-0.00997794,0.584,-0.0108131,0.584,-0.00953137
0.586,-0.00997794,0.586,-0.010755,0.586,-0.00948267
0.588,-0.00997794,0.588,-0.0107112,0.588,-0.00943884
0.59,-0.00997794,0.59,-0.0106531,0.59,-0.00939013
0.592,-0.00997794,0.592,-0.0105904,0.592,-0.0093463
0.594,-0.00997794,0.594,-0.0105371,0.594,-0.00930246
0.596,-0.00997794,0.596,-0.0104793,0.596,-0.0092635
0.598,-0.00997794,0.598,-0.0104215,0.598,-0.00922454
0.6,-0.00997794,0.6,-0.0103685,0.6,-0.00919044
0.602,-0.00997794,0.602,-0.010311,0.602,-0.00916122
0.604,-0.00997794,0.604,-0.0102584,0.604,-0.00913687
0.606,-0.00997794,0.606,-0.0102058,0.606,-0.00911252
0.608,-0.00997794,0.608,-0.010158,0.608,-0.00909304
0.61,-0.00997794,0.61,-0.0101103,0.61,-0.00907356
0.612,-0.00997794,0.612,-0.0100628,0.612,-0.00906381
0.614,-0.00997794,0.614,-0.0100154,0.614,-0.00905407
0.616,-0.00997794,0.616,-0.00996796,0.616,-0.00904433
0.618,-0.00997794,0.618,-0.00992052,0.618,-0.00903459
0.62,-0.00997794,0.62,-0.00987308,0.62,-0.00902485
0.622,-0.00997794,0.622,-0.00982109,0.622,-0.00901998
0.624,-0.00997794,0.624,-0.00976909,0.624,-0.00901511
0.626,-0.00997794,0.626,-0.00972165,0.626,-0.00900537
0.628,-0.00997794,0.628,-0.00966966,0.628,-0.0090005
0.63,-0.00997794,0.63,-0.00962709,0.63,-0.00899563
0.632,-0.00997794,0.632,-0.00958452,0.632,-0.00899076
0.634,-0.00997794,0.634,-0.00952766,0.634,-0.00898102
0.636,-0.00997794,0.636,-0.00948509,0.636,-0.00897615
0.638,-0.00997794,0.638,-0.00944252,0.638,-0.00897128
0.64,-0.00997794,0.64,-0.00939508,0.64,-0.00896154
0.642,-0.00997794,0.642,-0.00934764,0.642,-0.0089518
0.644,-0.00997794,0.644,-0.0093002,0.644,-0.00894205
0.646,-0.00997794,0.646,-0.00925763,0.646,-0.00893718
0.648,-0.00997794,0.648,-0.00922448,0.648,-0.00893231
0.65,-0.00997794,0.65,-0.00919134,0.65,-0.00892744
0.652,-0.00997794,0.652,-0.00915819,0.652,-0.00892257
0.654,-0.00997794,0.654,-0.00913447,0.654,-0.0089177
0.656,-0.00997794,0.656,-0.0091062,0.656,-0.0089177
0.658,-0.00997794,0.658,-0.00908248,0.658,-0.00891283
0.66,-0.00997794,0.66,-0.00906363,0.66,-0.00891283
0.662,-0.00997794,0.662,-0.00904478,0.662,-0.00891283
0.664,-0.00997794,0.664,-0.00903535,0.664,-0.00891283
0.666,-0.00997794,0.666,-0.00902593,0.666,-0.00891283
0.668,-0.00997794,0.668,-0.0090165,0.668,-0.00891283
0.67,-0.00997794,0.67,-0.00900708,0.67,-0.00891283
0.672,-0.00997794,0.672,-0.00900221,0.672,-0.00890796
0.674,-0.00997794,0.674,-0.00900221,0.674,-0.00890796
0.676,-0.00997794,0.676,-0.00899734,0.676,-0.00890309
0.678,-0.00997794,0.678,-0.00899734,0.678,-0.00890309
0.68,-0.00997794,0.68,-0.00899247,0.68,-0.00889822
0.682,-0.00997794,0.682,-0.00898273,0.682,-0.00888848
0.684,-0.00997794,0.684,-0.00897786,0.684,-0.00888361
0.686,-0.00997794,0.686,-0.00897299,0.686,-0.00887874
0.688,-0.00997794,0.688,-0.00896812,0.688,-0.00887387
0.69,-0.00997794,0.69,-0.00896812,0.69,-0.00887387
0.692,-0.00997794,0.692,-0.00896325,0.692,-0.008869
0.694,-0.00997794,0.694,-0.00896325,0.694,-0.008869
0.696,-0.00997794,0.696,-0.00896325,0.696,-0.008869
0.698,-0.00997794,0.698,-0.00896812,0.698,-0.00887387
0.7,-0.00997794,0.7,-0.00897299,0.7,-0.00887874
0.702,-0.00997794,0.702,-0.00897786,0.702,-0.00888361
0.704,-0.00997794,0.704,-0.00898273,0.704,-0.00888848
0.706,-0.00997794,0.706,-0.00899247,0.706,-0.00889822
0.708,-0.00997794,0.708,-0.00900221,0.708,-0.00890796
0.71,-0.00997794,0.71,-0.00901682,0.71,-0.00892257
0.712,-0.00997794,0.712,-0.00902656,0.712,-0.00893231
0.714,-0.00997794,0.714,-0.00904117,0.714,-0.00894692
0.716,-0.00997794,0.716,-0.00905578,0.716,-0.00896154
0.718,-0.00997794,0.718,-0.00906552,0.718,-0.00897128
0.72,-0.00997794,0.72,-0.00908014,0.72,-0.00898589
0.722,-0.00997794,0.722,-0.00909475,0.722,-0.0090005
0.724,-0.00997794,0.724,-0.00910936,0.724,-0.00901511
0.726,-0.00997794,0.726,-0.00912397,0.726,-0.00902972
0.728,-0.00997794,0.728,-0.00913858,0.728,-0.00904433
0.73,-0.00997794,0.73,-0.00915319,0.73,-0.00905894
0.732,-0.00997794,0.732,-0.0091678,0.732,-0.00907356
0.734,-0.00997794,0.734,-0.00918241,0.734,-0.00908817
0.736,-0.00997794,0.736,-0.00919703,0.736,-0.00910278
0.738,-0.00997794,0.738,-0.00921164,0.738,-0.00911739
0.74,-0.00997794,0.74,-0.00922625,0.74,-0.009132
0.742,-0.00997794,0.742,-0.00924086,0.742,-0.00914661
0.744,-0.00997794,0.744,-0.0092506,0.744,-0.00915635
0.746,-0.00997794,0.746,-0.00926521,0.746,-0.00917096
0.748,-0.00997794,0.748,-0.00927495,0.748,-0.0091807
0.75,-0.00997794,0.75,-0.00928956,0.75,-0.00919532
0.752,-0.00997794,0.752,-0.00930417,0.752,-0.00920993
0.754,-0.00997794,0.754,-0.00932821,0.754,-0.00922454
0.756,-0.00997794,0.756,-0.00934282,0.756,-0.00923915
0.758,-0.00997794,0.758,-0.00935256,0.758,-0.00924889
0.76,-0.00997794,0.76,-0.00936717,0.76,-0.0092635
0.762,-0.00997794,0.762,-0.00938178,0.762,-0.00927811
0.764,-0.00997794,0.764,-0.0093964,0.764,-0.00929272
0.766,-0.00997794,0.766,-0.00941101,0.766,-0.00930733
0.768,-0.00997794,0.768,-0.00943504,0.768,-0.00932195
0.77,-0.00997794,0.77,-0.00944965,0.77,-0.00933656
0.772,-0.00997794,0.772,-0.00946427,0.772,-0.00935117
0.774,-0.00997794,0.774,-0.0094883,0.774,-0.00936578
0.776,-0.00997794,0.776,-0.00951234,0.776,-0.00938039
0.778,-0.00997794,0.778,-0.00952208,0.778,-0.00939013
0.78,-0.00997794,0.78,-0.00953182,0.78,-0.00939987
0.782,-0.00997794,0.782,-0.00955586,0.782,-0.00941448
0.784,-0.00997794,0.784,-0.0095656,0.784,-0.00942422
0.786,-0.00997794,0.786,-0.00957989,0.786,-0.00942909
0.788,-0.00997794,0.788,-0.00958476,0.788,-0.00943396
0.79,-0.00997794,0.79,-0.00959906,0.79,-0.00943884
0.792,-0.00997794,0.792,-0.00961335,0.792,-0.00944371
0.794,-0.00997794,0.794,-0.00962278,0.794,-0.00944371
0.796,-0.00997794,0.796,-0.0096322,0.796,-0.00944371
0.798,-0.00997794,0.798,-0.0096322,0.798,-0.00944371
0.8,-0.00997794,0.8,-0.00964163,0.8,-0.00944371
0.802,-0.00997794,0.802,-0.00965105,0.802,-0.00944371
0.804,-0.00997794,0.804,-0.00964618,0.804,-0.00943884
0.806,-0.00997794,0.806,-0.00965074,0.806,-0.00943396
0.808,-0.00997794,0.808,-0.00965529,0.808,-0.00942909
0.81,-0.00997794,0.81,-0.00965529,0.81,-0.00942909
0.812,-0.00997794,0.812,-0.00965984,0.812,-0.00942422
0.814,-0.00997794,0.814,-0.0096644,0.814,-0.00941935
0.816,-0.00997794,0.816,-0.0096644,0.816,-0.00941935
0.818,-0.00997794,0.818,-0.0096644,0.818,-0.00941935
0.82,-0.00997794,0.82,-0.00966895,0.82,-0.00941448
0.822,-0.00997794,0.822,-0.00966895,0.822,-0.00941448
0.824,-0.00997794,0.824,-0.00966895,0.824,-0.00941448
0.826,-0.00997794,0.826,-0.00966895,0.826,-0.00941448
0.828,-0.00997794,0.828,-0.00966895,0.828,-0.00941448
0.83,-0.00997794,0.83,-0.00967382,0.83,-0.00941935
0.832,-0.00997794,0.832,-0.00967382,0.832,-0.00941935
0.834,-0.00997794,0.834,-0.00967382,0.834,-0.00941935
0.836,-0.00997794,0.836,-0.00967382,0.836,-0.00941935
0.838,-0.00997794,0.838,-0.00967382,0.838,-0.00941935
